"gisaid_epi_isl","Nextstrain_clade","pango_lineage"
"EPI_ISL_536483","20D","C.14"
"EPI_ISL_536491","20D","C.33"
"EPI_ISL_1111109","20D","C.14"
"EPI_ISL_1111112","19B","A.5"
"EPI_ISL_1111126","20D","C.14"
"EPI_ISL_1111133","20D","C.4"
"EPI_ISL_1111149","20B","B.1.1"
"EPI_ISL_517686","20D","C.14"
"EPI_ISL_943570","20J (Gamma, V3)","P.1"
"EPI_ISL_1111242","20A","B.1"
"EPI_ISL_1111269","20D","C.32"
"EPI_ISL_1111298","20D","C.4"
"EPI_ISL_1111299","20B","B.1.1.348"
"EPI_ISL_1111326","20B","B.1.1.348"
"EPI_ISL_1111342","20B","B.1.1"
"EPI_ISL_1111355","20B","B.1.1.434"
"EPI_ISL_1111381","20D","C.14"
"EPI_ISL_1111406","20D","C.4"
"EPI_ISL_1111427","20B","B.1.1"
"EPI_ISL_1137479","20B","B.1.1"
"EPI_ISL_540926","20D","C.13"
"EPI_ISL_540977","20D","C.25"
"EPI_ISL_568534","20B","B.1.1.110"
"EPI_ISL_729887","20D","C.14"
"EPI_ISL_729895","20D","C.4"
"EPI_ISL_1629783","20B","B.1.1.348"
"EPI_ISL_1629787","20D","C.37"
"EPI_ISL_1629788","20D","C.37"
"EPI_ISL_1629789","20B","B.1.1.348"
"EPI_ISL_1629790","20D","C.37"
"EPI_ISL_1629791","20B","B.1.1.348"
"EPI_ISL_1629797","20B","B.1.1.348"
"EPI_ISL_1629798","20B","B.1.1.348"
"EPI_ISL_1629800","20D","C.37"
"EPI_ISL_1629802","20D","C.37"
"EPI_ISL_1629803","20D","C.37"
"EPI_ISL_1629804","20D","C.37"
"EPI_ISL_1629805","20D","C.37"
"EPI_ISL_1629807","20D","C.37"
"EPI_ISL_1629808","20D","C.11"
"EPI_ISL_1093163","20B","B.1.1"
"EPI_ISL_1111479","20B","B.1.1"
"EPI_ISL_1591093","20D","C.37"
"EPI_ISL_1591098","20J (Gamma, V3)","P.1"
"EPI_ISL_1591092","20D","C.37"
"EPI_ISL_1591095","20D","C.37"
"EPI_ISL_2090616","20H (Beta, V2)","B.1.351"
"EPI_ISL_434554","19A","B.6"
"EPI_ISL_2155635","20B","B.1.1.63"
"EPI_ISL_2155406","20B","B.1.1.63"
"EPI_ISL_2155801","20B","B.1.1.63"
"EPI_ISL_2155515","20B","B.1.1.263"
"EPI_ISL_2155430","20B","B.1.1.63"
"EPI_ISL_2155652","20B","B.1.1.63"
"EPI_ISL_2105335","20B","B.1.1.28"
"EPI_ISL_2155674","20B","B.1.1"
"EPI_ISL_2156117","20B","B.1.1.63"
"EPI_ISL_2105524","20B","B.1.1.28"
"EPI_ISL_2189412","20H (Beta, V2)","B.1.351"
"EPI_ISL_2189022","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2189384","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2350882","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1008728","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1008752","20A","B.1.221"
"EPI_ISL_1008756","20B","B.1.1"
"EPI_ISL_875979","20A","B.1.160"
"EPI_ISL_1168325","20B","B.1.1.374"
"EPI_ISL_1168327","20B","B.1.1.374"
"EPI_ISL_2348648","20A","B.1.258"
"EPI_ISL_450295","20B","B.1.1"
"EPI_ISL_754905","20B","B.1.1"
"EPI_ISL_1091407","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1538513","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1539232","20B","B.1.1.153"
"EPI_ISL_1745759","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2230081","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2230082","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2322560","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1239677","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_416488","19A","B.3"
"EPI_ISL_2140277","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2140442","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1040989","20A","B.1.258"
"EPI_ISL_906748","20B","B.1.1"
"EPI_ISL_2131197","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_511029","20A","B.1"
"EPI_ISL_731942","20A","B.1"
"EPI_ISL_732268","20E (EU1)","B.1.177.85"
"EPI_ISL_941733","20E (EU1)","B.1.177.52"
"EPI_ISL_1116676","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1116886","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1170141","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1116830","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1171975","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1191072","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1494794","20E (EU1)","B.1.177.72"
"EPI_ISL_1494802","20E (EU1)","B.1.177"
"EPI_ISL_1494910","20E (EU1)","B.1.177.85"
"EPI_ISL_1443112","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1739085","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1854176","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1854124","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2104782","20E (EU1)","B.1.177.72"
"EPI_ISL_2104790","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2248941","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2340149","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2362102","21A (Delta)","B.1.617.2"
"EPI_ISL_1712687","20B","B.1.1"
"EPI_ISL_1713239","20C","B.1.428"
"EPI_ISL_1713611","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1713669","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1713723","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1713829","20H (Beta, V2)","B.1.351"
"EPI_ISL_1713907","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1713915","20B","B.1.1"
"EPI_ISL_1713959","19A","B"
"EPI_ISL_1714196","20C","B.1.428"
"EPI_ISL_1714473","20B","B.1.1.75"
"EPI_ISL_1714509","20C","B.1.428"
"EPI_ISL_1714575","20C","B.1.428"
"EPI_ISL_2274262","20H (Beta, V2)","B.1.351"
"EPI_ISL_2274302","20H (Beta, V2)","B.1.351"
"EPI_ISL_2274340","20H (Beta, V2)","B.1.351"
"EPI_ISL_2090811","20H (Beta, V2)","B.1.351"
"EPI_ISL_1969955","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1969958","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1969981","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1186213","20A","B.1.36"
"EPI_ISL_1279954","20A","B.1.258"
"EPI_ISL_1186071","20A","B.1.258"
"EPI_ISL_468145","20B","B.1.1"
"EPI_ISL_1381316","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2272780","21A (Delta)","B.1.617.2"
"EPI_ISL_1116447","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1186202","20A","B.1.258"
"EPI_ISL_1969943","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1591119","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1315422","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1381317","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1372315","20B","B.1.1"
"EPI_ISL_717973","20B","B.1.1.294"
"EPI_ISL_2038915","20B","B.1.1.523"
"EPI_ISL_2031958","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2031976","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1710862","20B","B.1.1.317"
"EPI_ISL_1919558","20B","B.1.1.317"
"EPI_ISL_1652610","20B","B.1"
"EPI_ISL_569781","20B","B.1.1.163"
"EPI_ISL_733007","20B","B.1.1"
"EPI_ISL_2245641","20B","B.1.1"
"EPI_ISL_2245659","20B","B.1.1.317"
"EPI_ISL_2245662","20B","B.1.1"
"EPI_ISL_1491716","20B","B.1.1"
"EPI_ISL_2245722","20B","B.1.1.523"
"EPI_ISL_430091","20C","B.1"
"EPI_ISL_2031957","20B","B.1"
"EPI_ISL_735446","20A","B.1.380"
"EPI_ISL_925901","20A","B.1.380"
"EPI_ISL_960302","20A","B.1.380"
"EPI_ISL_960301","20A","B.1.380"
"EPI_ISL_1302675","19B","A.23.1"
"EPI_ISL_1301742","19B","A.23.1"
"EPI_ISL_1302679","20H (Beta, V2)","B.1.351"
"EPI_ISL_1301757","20H (Beta, V2)","B.1.351"
"EPI_ISL_1301734","20H (Beta, V2)","B.1.351"
"EPI_ISL_2362488","19B","A.23.1"
"EPI_ISL_2362501","19B","A.23.1"
"EPI_ISL_2362514","20D","B.1.1.1"
"EPI_ISL_2362521","19B","A.23.1"
"EPI_ISL_2362522","19B","A.23.1"
"EPI_ISL_2362523","19B","A.23.1"
"EPI_ISL_2362524","19B","A.23.1"
"EPI_ISL_2362525","19B","A.23.1"
"EPI_ISL_2362526","20A","B.1"
"EPI_ISL_2362527","20B","B.1.1"
"EPI_ISL_2365914","20A","B.1.214.2"
"EPI_ISL_2365915","20A","B.1.214.2"
"EPI_ISL_613446","20C","B.1"
"EPI_ISL_613449","20A","B.1"
"EPI_ISL_613451","20A","B.1"
"EPI_ISL_513110","20A","B.1.36"
"EPI_ISL_677961","20A","B.1.36.10"
"EPI_ISL_751227","20A","B.1.398"
"EPI_ISL_2001099","20B","B.1.1"
"EPI_ISL_2151337","20H (Beta, V2)","B.1.351"
"EPI_ISL_2107507","20B","B.1.1.419"
"EPI_ISL_2151336","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1102000","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1293915","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2238210","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_418206","20C","B.1.356"
"EPI_ISL_418212","20A","B.1"
"EPI_ISL_498239","20B","B.1.1"
"EPI_ISL_1910392","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1167143","20B","B.1.1.420"
"EPI_ISL_1167128","20B","B.1.1.420"
"EPI_ISL_1633467","19B","A.27"
"EPI_ISL_1910394","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1167181","20B","B.1"
"EPI_ISL_1167131","19A","B.1"
"EPI_ISL_1167125","19A","B.1.355"
"EPI_ISL_1167161","20A","B.1"
"EPI_ISL_1167162","20B","B.1"
"EPI_ISL_1167134","20A","B.1"
"EPI_ISL_1167127","19A","B.1"
"EPI_ISL_1167171","20A","B.1.416"
"EPI_ISL_1167126","20A","B.1.214.2"
"EPI_ISL_1910386","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1827903","20A","B.1.416"
"EPI_ISL_1827918","20A","B.1.416"
"EPI_ISL_1910393","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1910390","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1654811","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1017683","20E (EU1)","B.1.177"
"EPI_ISL_1654809","20E (EU1)","B.1.177.35"
"EPI_ISL_1654810","20D","C.36"
"EPI_ISL_1654812","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1654813","20A","B.1.160"
"EPI_ISL_1654831","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1654833","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1654836","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_955166","20B","B.1.1.70"
"EPI_ISL_1061430","20D","C.35"
"EPI_ISL_904010","20B","B.1.1"
"EPI_ISL_416381","19B","A"
"EPI_ISL_512815","20B","B.1.1"
"EPI_ISL_512817","19B","A.12"
"EPI_ISL_2001065","20B","R.1"
"EPI_ISL_406973","19A","B"
"EPI_ISL_596469","20A","B.1.258"
"EPI_ISL_648043","19A","B"
"EPI_ISL_906836","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_648111","19A","B.6.6"
"EPI_ISL_937515","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_937518","20A","B.1.36.29"
"EPI_ISL_937520","20A","B.1.524"
"EPI_ISL_937521","20A","B.1.459"
"EPI_ISL_937523","20A","B.1.524"
"EPI_ISL_645117","19B","A.24"
"EPI_ISL_953390","20B","B.1.1"
"EPI_ISL_953393","20A","B.1.470"
"EPI_ISL_981011","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_462293","19A","B"
"EPI_ISL_418993","19B","A"
"EPI_ISL_1081926","20A","B.1"
"EPI_ISL_1312388","20A","B.1.469"
"EPI_ISL_1442942","20H (Beta, V2)","B.1.351.3"
"EPI_ISL_1477011","20H (Beta, V2)","B.1.351"
"EPI_ISL_1524789","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_410535","19B","A"
"EPI_ISL_475966","20A","B.1"
"EPI_ISL_410536","19A","B"
"EPI_ISL_1704822","20H (Beta, V2)","B.1.351"
"EPI_ISL_1704843","21D (Eta)","B.1.525"
"EPI_ISL_857484","20A","B.1.36"
"EPI_ISL_527367","19A","B.6.6"
"EPI_ISL_2349796","20H (Beta, V2)","B.1.351"
"EPI_ISL_2349810","21A (Delta)","B.1.617.2"
"EPI_ISL_538470","20C","B.1.39"
"EPI_ISL_548974","20B","B.1.1"
"EPI_ISL_548975","20B","B.1.1"
"EPI_ISL_1595942","20G","B.1.2"
"EPI_ISL_1596057","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1703541","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1705156","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2093157","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2302918","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1495186","20A","B.1.258"
"EPI_ISL_1495242","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1495247","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_572329","20A","B.1"
"EPI_ISL_959630","20A","B.1.258"
"EPI_ISL_1239382","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1239397","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1234408","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1234423","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1234442","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_577735","20B","B.1.1"
"EPI_ISL_1994562","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1994589","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2151062","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2351225","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2351232","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_583483","20A","B.1.160"
"EPI_ISL_2351275","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_583487","20B","B.1.1.70"
"EPI_ISL_1647654","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1647684","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1749518","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2227287","20B","B.1.1.170"
"EPI_ISL_1524235","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1524025","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1056005","20A","B.1.149"
"EPI_ISL_1817243","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1266749","20A","B.1.258.17"
"EPI_ISL_2273582","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1914747","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1988925","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2272106","20A","B.1.258.17"
"EPI_ISL_2322166","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1964543","20B","B.1.1.58"
"EPI_ISL_1511028","20A","B.1.236"
"EPI_ISL_1112182","20A","B.1.258"
"EPI_ISL_1491307","20A","B.1.258.17"
"EPI_ISL_1498989","20B","B.1.1.433"
"EPI_ISL_1499008","20A","B.1.258.17"
"EPI_ISL_1335415","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1490954","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1490919","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1817494","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1817501","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2273705","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_960307","20A","B.1"
"EPI_ISL_2107098","20C","B.1"
"EPI_ISL_2107100","20C","B.1"
"EPI_ISL_2308255","20B","B.1.1.326"
"EPI_ISL_2308257","20C","B.1"
"EPI_ISL_2013036","21A (Delta)","B.1.617.2"
"EPI_ISL_467508","20A","B.1"
"EPI_ISL_487282","20A","B.1"
"EPI_ISL_535533","20B","B.1.1"
"EPI_ISL_529792","20B","B.1.1.412"
"EPI_ISL_1048560","20H (Beta, V2)","B.1.351"
"EPI_ISL_1366789","20H (Beta, V2)","B.1.351"
"EPI_ISL_1550948","20H (Beta, V2)","B.1.351"
"EPI_ISL_1827565","20H (Beta, V2)","B.1.351"
"EPI_ISL_1817732","20H (Beta, V2)","B.1.351"
"EPI_ISL_2375917","20H (Beta, V2)","B.1.351"
"EPI_ISL_2375921","20H (Beta, V2)","B.1.351"
"EPI_ISL_1534303","20H (Beta, V2)","B.1.351"
"EPI_ISL_1817737","20H (Beta, V2)","B.1.351"
"EPI_ISL_1817682","20H (Beta, V2)","B.1.351"
"EPI_ISL_2140726","20H (Beta, V2)","B.1.351"
"EPI_ISL_2153537","20H (Beta, V2)","B.1.351"
"EPI_ISL_2273011","20H (Beta, V2)","B.1.351"
"EPI_ISL_2193355","21A (Delta)","B.1.617.2"
"EPI_ISL_1591450","20H (Beta, V2)","B.1.351"
"EPI_ISL_1502175","20H (Beta, V2)","B.1.351"
"EPI_ISL_1502196","20H (Beta, V2)","B.1.351"
"EPI_ISL_2162316","20H (Beta, V2)","B.1.351"
"EPI_ISL_2162358","20H (Beta, V2)","B.1.351"
"EPI_ISL_2360562","20H (Beta, V2)","B.1.351"
"EPI_ISL_2360964","20H (Beta, V2)","B.1.351"
"EPI_ISL_471449","19A","B.41"
"EPI_ISL_498038","20C","B.1"
"EPI_ISL_498047","20C","B.1.369"
"EPI_ISL_498049","19A","B"
"EPI_ISL_506988","20A","B.1"
"EPI_ISL_514812","20C","B.1.497"
"EPI_ISL_760074","20C","B.1.497"
"EPI_ISL_850182","20B","B.1.1"
"EPI_ISL_1063757","20C","B.1.497"
"EPI_ISL_1209427","21C (Epsilon)","B.1.429"
"EPI_ISL_1209441","21C (Epsilon)","B.1.427"
"EPI_ISL_1209444","21C (Epsilon)","B.1.429"
"EPI_ISL_1228604","20C","B.1.497"
"EPI_ISL_1228624","20C","B.1.497"
"EPI_ISL_1252372","20C","B.1.497"
"EPI_ISL_1252382","21C (Epsilon)","B.1.429"
"EPI_ISL_1489549","20A","B.1.470"
"EPI_ISL_1587467","20C","B.1.497"
"EPI_ISL_1936624","20C","B.1.497"
"EPI_ISL_1936653","21C (Epsilon)","B.1.429"
"EPI_ISL_2284613","20C","B.1.497"
"EPI_ISL_2284636","20C","B.1.497"
"EPI_ISL_2284653","20C","B.1.497"
"EPI_ISL_2332317","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2332397","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2332541","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2332562","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2361234","20A","B.1.620"
"EPI_ISL_2361250","20A","B.1.620"
"EPI_ISL_418243","19A","B.29"
"EPI_ISL_1261504","20E (EU1)","B.1.177"
"EPI_ISL_1423593","20A","B.1.236"
"EPI_ISL_2331694","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1208837","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2281369","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2372781","21A (Delta)","B.1.617.2"
"EPI_ISL_1582777","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2351985","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2017596","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2241477","21F (Iota)","B.1.526"
"EPI_ISL_1683969","20E (EU1)","B.1.177"
"EPI_ISL_1233394","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_530114","20A","B.1"
"EPI_ISL_654259","20E (EU1)","B.1.177"
"EPI_ISL_861845","20E (EU1)","B.1.177"
"EPI_ISL_804969","20B","B.1.1.269"
"EPI_ISL_1393374","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1393393","20A","B.1"
"EPI_ISL_1393395","20E (EU1)","B.1.177"
"EPI_ISL_1922224","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1423673","20E (EU1)","B.1.177"
"EPI_ISL_1588917","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1916185","20A","B.1.160"
"EPI_ISL_2374130","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1233078","20C","B.1.411"
"EPI_ISL_1970400","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1533807","20A","B.1.411"
"EPI_ISL_1533812","20C","B.1.411"
"EPI_ISL_1533814","20C","B.1.411"
"EPI_ISL_1717040","20A","B.1.1.7"
"EPI_ISL_1233099","20C","B.1.411"
"EPI_ISL_1233100","20C","B.1.411"
"EPI_ISL_1533822","20C","B.1.411"
"EPI_ISL_1533834","20A","B.1.411"
"EPI_ISL_428670","19A","B.4"
"EPI_ISL_1533842","20C","B.1.411"
"EPI_ISL_1717075","20C","B.1.411"
"EPI_ISL_1717081","20I (Alpha, V1)","B.1.411"
"EPI_ISL_792552","20A","B.1.411"
"EPI_ISL_1186201","20C","B.1.411"
"EPI_ISL_1533847","20I (Alpha, V1)","B.1.1"
"EPI_ISL_1533850","20H (Beta, V2)","B.1.351"
"EPI_ISL_1239362","20A","B.1.411"
"EPI_ISL_517616","20A","B.1.219"
"EPI_ISL_517630","20A","B.1.219"
"EPI_ISL_517645","20A","B.1.219"
"EPI_ISL_518817","20A","B.1.219"
"EPI_ISL_1521824","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1521321","20J (Gamma, V3)","P.1"
"EPI_ISL_1522184","20B","P.2"
"EPI_ISL_1522185","20B","P.2"
"EPI_ISL_1521322","20J (Gamma, V3)","P.1"
"EPI_ISL_1520868","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1522191","20B","P.2"
"EPI_ISL_1521188","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1522128","20H (Beta, V2)","B.1.351"
"EPI_ISL_1522197","20B","P.2"
"EPI_ISL_1522201","20B","P.2"
"EPI_ISL_1522205","20E (EU1)","B.1.177.73"
"EPI_ISL_1522207","20B","P.2"
"EPI_ISL_1521293","19B","A.2.5"
"EPI_ISL_1522214","20B","P.2"
"EPI_ISL_1521327","20J (Gamma, V3)","P.1"
"EPI_ISL_1522219","20B","P.2"
"EPI_ISL_1522222","20B","P.2"
"EPI_ISL_2033145","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2033375","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1832637","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2210528","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1903653","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_476139","19A","B"
"EPI_ISL_475545","19A","B.4"
"EPI_ISL_430857","20C","B.1"
"EPI_ISL_510814","20C","B.1"
"EPI_ISL_1659689","20E (EU1)","B.1.177"
"EPI_ISL_582777","20B","B.1.1.261"
"EPI_ISL_582792","20C","B.1"
"EPI_ISL_582835","20A","B.1.227"
"EPI_ISL_676502","20B","B.1.1.47"
"EPI_ISL_2210565","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2197614","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1418942","20A","B.1.36.1"
"EPI_ISL_2208940","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1200079","20A","B.1.474"
"EPI_ISL_1199628","20A","B.1.221"
"EPI_ISL_1198110","20A","B.1.221"
"EPI_ISL_2103824","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2350351","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1059486","20A","B.1.160"
"EPI_ISL_2307488","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1496114","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1014693","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1273659","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1662553","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1084989","20A","B.1.160"
"EPI_ISL_1360896","20A","B.1.160.26"
"EPI_ISL_2213639","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2214083","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1001600","20A","B.1.258.17"
"EPI_ISL_2019334","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1658924","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_722205","20B","B.1.1.39"
"EPI_ISL_2019411","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2322980","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1370298","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2307992","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_603440","20B","B.1.1.39"
"EPI_ISL_2152352","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1371896","20A","B.1.160"
"EPI_ISL_1371900","20A","B.1.160"
"EPI_ISL_452179","19A","B.6"
"EPI_ISL_660543","20B","B.1.1"
"EPI_ISL_660545","20G","B.1.2"
"EPI_ISL_956317","20B","B.1.1.222"
"EPI_ISL_956331","21C (Epsilon)","B.1.429"
"EPI_ISL_2249499","20J (Gamma, V3)","P.1"
"EPI_ISL_2249500","20J (Gamma, V3)","P.1"
"EPI_ISL_2249515","20J (Gamma, V3)","P.1"
"EPI_ISL_2249517","21C (Epsilon)","B.1.429"
"EPI_ISL_2249597","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2249653","20H (Beta, V2)","B.1.351.3"
"EPI_ISL_2249836","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2250151","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2250152","20A","B.1.438.1"
"EPI_ISL_410218","19A","B"
"EPI_ISL_422412","20C","B.1"
"EPI_ISL_463007","19A","B.55"
"EPI_ISL_534336","20B","B.1.1.448"
"EPI_ISL_738064","20A","B.1.470"
"EPI_ISL_872599","20A","B.1.459"
"EPI_ISL_1667469","20E (EU1)","B.1.177.81"
"EPI_ISL_1667471","20E (EU1)","B.1.177.81"
"EPI_ISL_1667474","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_447252","19A","B.4"
"EPI_ISL_708815","20A","B.1.36"
"EPI_ISL_708817","20A","B.1.160"
"EPI_ISL_707707","20A","B.1.36.16"
"EPI_ISL_812923","20A","B.1.36.16"
"EPI_ISL_1073970","20A","B.1.36.16"
"EPI_ISL_1538426","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2104732","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2104752","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_708812","20A","B.1.36.16"
"EPI_ISL_768613","20B","B.1.1.274"
"EPI_ISL_976906","20A","B.1"
"EPI_ISL_1296454","19A","B.6"
"EPI_ISL_768528","20A","B.1.36.16"
"EPI_ISL_708802","20B","B.1.1.63"
"EPI_ISL_708801","20G","B.1.2"
