Gene Symbol	Gene Product Name	NCBI Gene ID	Locus Name	UniProtKB Accession	GenBank Accession	GenBank Protein Accession	Subtype/Genotype (ViPR)	Strain Name	Collection Date	Host	Country	CDS Length	Virus Type	Virus Species	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A059WCP8	KJ579442	AIA09362.1	Asian	PF-251013-18	10/25/2013	Human	French Polynesia	281	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A023NFZ8	KJ680134	AHX00705.1	Asian	PF13-091213-121	12/09/2013	Human	French Polynesia	281	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A059WIM9	KJ579441	AIA09361.1	Asian	PF13-CP221013c	10/22/2013	Human	French Polynesia	281	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1B0YLN8	KX369547	ANN44857.1	Asian	PF13/251013-18	10/25/2013	Human	French Polynesia	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2H4GY08	KY766069	ARB08102.1	Asian	PF13/251013-18	10/25/2013	Human	French Polynesia	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2L2BIC6	MG827392	AVG19275.1	Asian	PF13/251013-18	10/25/2013	Human	French Polynesia	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A023NFT6	KJ680135	AHX00706.1	Asian	PF14-030114-34P3	01/03/2014	Human	French Polynesia	281	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A0A7P818	KM014700	AJA06126.1	Asian	PF14-280114-118sp	01/28/2014	Human	French Polynesia	281	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A384LLY5	KX673530	ANZ46736.1	Asian	PHE_semen_Guadeloupe	04/21/2016	Unknown	United Kingdom	10272	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R036	MK271875	AZU90709.1	-N/A-	PJ-762	06/05/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R119	MK271876	AZU90710.1	-N/A-	PJ-771	06/05/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8B7	MK271817	AZU90651.1	-N/A-	PL-1	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R0W2	MK271819	AZU90653.1	-N/A-	PL-13	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8E3	MK271820	AZU90654.1	-N/A-	PL-16	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R0B4	MK271818	AZU90652.1	-N/A-	PL-6	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R0Y5	MK271805	AZU90639.1	-N/A-	PL-No1	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R1V3	MK271811	AZU90645.1	-N/A-	PL-No14	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R250	MK271812	AZU90646.1	-N/A-	PL-No15	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9QZL5	MK271813	AZU90647.1	-N/A-	PL-No16	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8A1	MK271814	AZU90648.1	-N/A-	PL-No17	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9QZS0	MK271806	AZU90640.1	-N/A-	PL-No2	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I894	MK271815	AZU90649.1	-N/A-	PL-No20	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8B6	MK271816	AZU90650.1	-N/A-	PL-No23	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8A2	MK271807	AZU90641.1	-N/A-	PL-No5	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8A0	MK271808	AZU90642.1	-N/A-	PL-No6	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I884	MK271809	AZU90643.1	-N/A-	PL-No8	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q9R349	MK271810	AZU90644.1	-N/A-	PL-No9	02/13/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A096XFQ2	KF993678	AHL37808.1	Asian	PLCal_ZV	02/19/2013	Human	Canada	10141	Zika virus	Zika virus	
POLY	polyprotein	-N/A-	-N/A-	-N/A-	MN755626	QGW51952.1	Asian	PLCal_ZV	02/19/2013	Human	Thailand	2382	Zika virus	Zika virus	
-N/A-	Nonstructural protein 5	-N/A-	-N/A-	A0A343TA25	MG742364	AUW27319.1	-N/A-	PoHuZV634959	10/26/2017	Human	Portugal	193	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A192GPS0	KX377337	ANK57897.1	Asian	PRVABC-59	12/2015	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1Q2N4	MH158237	AWH65849.1	Asian	PRVABC59	2015	Human	Puerto Rico	10272	Zika virus	Zika virus	
POLY	polyprotein	-N/A-	-N/A-	-N/A-	MN755623	QGW51949.1	Asian	PRVABC59	12/2015	Human	Puerto Rico	2382	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A159ZRG7	MK713748	QCG74166.1	Asian	PRVABC59	12/01/2015	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A384KRS4	KU501215	AMC13911.1	Asian	PRVABC59	12/01/2015	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A510BNW6	MH675629	AXQ40006.1	Asian	QTX-02	08/2016	Human	Puerto Rico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A510BNW8	MH675630	AXQ40007.1	Asian	QTX-04	09/2016	Human	USA	10272	Zika virus	Zika virus	
POLY	polyprotein	-N/A-	-N/A-	-N/A-	MN527290	QFQ59581.1	-N/A-	R012/Mosq/AFRIMS-THA/2017	08/23/2017	Mosquito	Thailand	331	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1B3PEG1	KX766028	AOG18295.1	Asian	R114916	06/06/2016	Human	Dominican Republic	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A384KNM1	KX766029	AOG18296.1	Asian	R116265	06/23/2016	Human	Mexico	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1V0E2W1	KY765303	ARB08112.1	Asian	RARABO052092767	06/13/2016	Human	Spain	620	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1L3N670	KY272991	APH11492.1	Asian	RIO-BM1	02/12/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A142EHG9	KU926310	AMQ48982.1	Asian	Rio-S1	01/29/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A142EHG8	KU926309	AMQ48981.1	Asian	Rio-U1	01/14/2016	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z4HU14	MH306210	AWW18898.1	-N/A-	RYF18	04/25/2017	Unknown	Thailand	232	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z4HU36	MH306212	AWW18900.1	-N/A-	RYF30	04/25/2017	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z4HU55	MH306213	AWW18901.1	-N/A-	RYF36	04/25/2017	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z4HU34	MH306214	AWW18902.1	-N/A-	RYF45	04/25/2017	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z4HU21	MH306209	AWW18897.1	-N/A-	RYF5	04/25/2017	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z4HU29	MH306216	AWW18904.1	-N/A-	RYF60	04/25/2017	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z4HU27	MH306211	AWW18899.1	-N/A-	RYM27	04/25/2017	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z4HU52	MH306215	AWW18903.1	-N/A-	RYM52	04/25/2017	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1Y0AXW9	MF098767	ART29824.1	Asian	Saint-Barthelemi-Rus-6BRN-2016	07/25/2016	Human	Russia	10036	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A455JTL1	MG967277	AVV61896.1	Asian	Samoa2015-071015-S10012	10/07/2015	Human	Samoa	1512	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A455JVN1	MG967276	AVV61895.1	Asian	Samoa2015-S07156	2015	Human	Samoa	1512	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A173AEF6	MF988734	ATI21641.1	Asian	SG(EHI)ZIKV/33164Y17	08/2017	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1L3N664	KY272987	APH11611.1	Asian	SI-BKK01	08/30/2016	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G1K0M5	MF996804	ATL14618.1	Asian	SI-BKK02	08/07/2017	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3P8MMH9	MG807646	AVG19202.1	Asian	SI-BKK05	11/11/2016	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3P8MMI0	MG807647	AVG19203.1	Asian	SI-BKK06	09/07/2017	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A120IIH9	KU646828	AMC37201.1	Asian	Si322	11/10/2015	Human	Colombia	2601	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A120IIH7	KU646827	AMC37200.1	Asian	Si323	11/10/2015	Human	Colombia	2601	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1W5KQS1	KX051560	AMX81915.1	Asian	SK364/13AS	07/09/2013	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1W5KQ99	KX051561	AMX81916.1	Asian	SK403/13AS	09/21/2013	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1P8D479	KY348640	APO36913.1	Asian	SL1602	01/22/2016	Human	Suriname	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A455JVM0	MG967278	AVV61897.1	Asian	Solomon2015-020415-3007	03/16/2015	Human	Solomon Islands	1512	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A109PRQ3	KU707826	AMH87239.1	Asian	SSABR1	07/01/2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A218KLT2	KY126346	APG56494.1	Asian	St Vincent/1608aTw	08/2016	Human	Taiwan	2382	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1W5KQI4	KX051562	AMX81917.1	Asian	SV0010/15	01/16/2015	Human	Thailand	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G1NI61	MG770188	AVC63698.1	Asian	SV0127-14	-N/A-	Unknown	-N/A-	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A3G1NI61	MG770187	AVC63697.1	Asian	SV0127-14	-N/A-	Unknown	-N/A-	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1W6ETX2	KY967711	ARK18853.1	Asian	SY01_2016	11/01/2016	Human	China	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z3DDX6	MH055376	AVW85866.1	Asian	SZ-WIV01	2016	Unknown	China	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A384L2I5	KU963796	AMR68932.1	Asian	SZ-WIV01	2016	Human	China	10272	Zika virus	Zika virus	
env	Polyprotein	-N/A-	-N/A-	A0A2Z6BE29	LC322992	BBD19639.1	-N/A-	SZ1-2016	09/01/2016	Human	Malaysia	366	Zika virus	Zika virus	
NS5	Polyprotein	-N/A-	-N/A-	A0A2Z6BE31	LC322991	BBD19638.1	-N/A-	SZ1-2016	09/01/2016	Human	Malaysia	232	Zika virus	Zika virus	
NS5	Polyprotein	-N/A-	-N/A-	A0A2Z6AQQ4	LC217862	BBD05328.1	-N/A-	SZ2-2016	09/30/2016	Human	Malaysia	232	Zika virus	Zika virus	
env	Polyprotein	-N/A-	-N/A-	A0A2Z5SKA1	LC229347	BBA57860.1	-N/A-	SZ2-2016	09/30/2016	Human	Malaysia	366	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A218KLS8	KY126351	APG56499.1	Asian	Thailand/1605aTw	05/2016	Human	Taiwan	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A286MUL7	MF692778	ASW34302.1	Asian	Thailand/1610acTw	10/2016	Human	Taiwan	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A218KLT3	KY126349	APG56497.1	Asian	Thailand/1610aTw	10/2016	Human	Taiwan	2382	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A218KLS5	KY126350	APG56498.1	Asian	Thailand/1610bTw	10/2016	Human	Taiwan	2382	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1B3ZSF4	KX806557	AOI20067.1	Asian	TS17-2016	02/2016	Human	Australia	10272	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8D5	MK271800	AZU90634.1	-N/A-	U13	01/22/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3T0I8A7	MK271801	AZU90635.1	-N/A-	U148	07/09/2016	Mosquito	Thailand	232	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1P8BJA7	KX421193	ANO46296.1	East_African	Uganda1947_MR766	1947	Unknown	Uganda	10269	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A292G2J9	LC227589	BBA54516.1	-N/A-	UNKNOWN-LC227589	-N/A-	Unknown	-N/A-	256	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8DSA7	MG808110	AVG19206.1	-N/A-	USJA11Ga	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8DXX3	MG808111	AVG19207.1	-N/A-	USJA15Ge	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F3R8	MG808113	AVG19209.1	-N/A-	USJB21	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8DUR1	MG808114	AVG19210.1	-N/A-	USJB30	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8E6C8	MG808116	AVG19212.1	-N/A-	USJC10G	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F3R2	MG808117	AVG19213.1	-N/A-	USJC28	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F3Z9	MG808109	AVG19205.1	-N/A-	USJC29Ga	10/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F3Z8	MG808118	AVG19214.1	-N/A-	USJC30	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F467	MG808115	AVG19211.1	-N/A-	USJC9G	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F4X6	MG808120	AVG19216.1	-N/A-	USJD12G	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8E1G8	MG808121	AVG19217.1	-N/A-	USJD13	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8DT59	MG808122	AVG19218.1	-N/A-	USJD27	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F3W1	MG808119	AVG19215.1	-N/A-	USJD6	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8DU35	MG808123	AVG19219.1	-N/A-	USJE5	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8E1W3	MG808124	AVG19220.1	-N/A-	USJF6	12/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8DW22	MG808125	AVG19221.1	-N/A-	USJG16	04/2017	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3S7F407	MG808112	AVG19208.1	-N/A-	USJG16G	08/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A3Q8E817	MG808108	AVG19204.1	-N/A-	USJH9a	10/2016	Mosquito	Malaysia	102	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A140E7U5	KU744693	AMK79469.1	Asian	VE_Ganxian	02/06/2016	Human	China	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A140E7U3	KU740199	AMK79467.1	Asian	VE_Ganxian2016	02/07/2016	Human	China	1813	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A218KLT6	KY126347	APG56495.1	Asian	Vietnam/1609bTw	09/2016	Human	Taiwan	2382	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2K9Y594	MG751804	AUW27323.1	-N/A-	YN2016-1	09/2016	Human	China	693	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2K9Y588	MG751805	AUW27324.1	Asian	YN2016-2	09/2016	Human	China	429	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	-N/A-	MN190155	QDZ58858.1	Asian	Yunnan/01/2019	07/02/2019	Human	China	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	-N/A-	MK216748	AZS35395.1	Asian	Z02	12/15/2015	Human	Brazil	9366	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	-N/A-	MK216747	AZS35394.1	Asian	Z03	12/15/2015	Human	Brazil	9366	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A0U3VNI0	KU312315	ALX35662.1	Asian	Z1106027	10/2015	Human	Suriname	1922	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A0U4ETI0	KU312314	ALX35661.1	Asian	Z1106031	10/2015	Human	Suriname	2779	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A0U4ENB8	KU312313	ALX35660.1	Asian	Z1106032	10/2015	Human	Suriname	2779	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A0U4DG08	KU312312	ALX35659.1	Asian	Z1106033	10/02/2015	Human	Suriname	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A384L2I5	KU955589	AMR39830.1	Asian	Z16006	02/16/2016	Human	China	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A384KUY3	KU955590	AMR39831.1	Asian	Z16019	02/26/2016	Human	China	10272	Zika virus	Zika virus	
-N/A-	E	-N/A-	-N/A-	A0A516IEM7	MN170708	QDP14361.1	-N/A-	Z176-16	03/07/2018	Mosquito	Brazil	351	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A516IDM5	MN170700	QDP14353.1	Asian	Z180-16	03/07/2018	Mosquito	Brazil	652	Zika virus	Zika virus	
-N/A-	E	-N/A-	-N/A-	A0A516IDN6	MN170715	QDP14368.1	Asian	Z180-16	03/07/2018	Mosquito	Brazil	583	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A516IDN1	MN170701	QDP14354.1	-N/A-	Z199-16	03/07/2018	Mosquito	Brazil	667	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A516IDM9	MN170702	QDP14355.1	-N/A-	Z466-16	03/07/2018	Mosquito	Brazil	652	Zika virus	Zika virus	
-N/A-	E	-N/A-	-N/A-	A0A516IDP3	MN170709	QDP14362.1	Asian	Z466-16	03/07/2018	Mosquito	Brazil	582	Zika virus	Zika virus	
-N/A-	E	-N/A-	-N/A-	A0A516IDN8	MN170710	QDP14363.1	Asian	Z582-16	03/07/2018	Mosquito	Brazil	577	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A516IDM8	MN170703	QDP14356.1	Asian	Z582-16	03/07/2018	Mosquito	Brazil	658	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A516IDM6	MN170704	QDP14357.1	Asian	Z583-16	03/07/2018	Mosquito	Brazil	658	Zika virus	Zika virus	
-N/A-	E	-N/A-	-N/A-	A0A516IDN5	MN170711	QDP14364.1	-N/A-	Z583-16	03/07/2018	Mosquito	Brazil	583	Zika virus	Zika virus	
-N/A-	E	-N/A-	-N/A-	A0A516IDN9	MN170712	QDP14365.1	-N/A-	Z584-16	03/07/2018	Mosquito	Brazil	583	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A516IDM7	MN170705	QDP14358.1	-N/A-	Z584-16	03/07/2018	Mosquito	Brazil	216	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A516IDN2	MN170706	QDP14359.1	-N/A-	Z585-16	03/07/2018	Mosquito	Brazil	667	Zika virus	Zika virus	
-N/A-	E	-N/A-	-N/A-	A0A516IDN4	MN170713	QDP14366.1	-N/A-	Z585-16	03/07/2018	Mosquito	Brazil	585	Zika virus	Zika virus	
-N/A-	E	-N/A-	-N/A-	A0A516IDN7	MN170714	QDP14367.1	-N/A-	Z587-16	03/07/2018	Mosquito	Brazil	590	Zika virus	Zika virus	
-N/A-	NS5	-N/A-	-N/A-	A0A516IDP1	MN170707	QDP14360.1	Asian	Z587-16	03/07/2018	Mosquito	Brazil	652	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A146CJG7	KY379148	APR74597.1	Asian	ZG-01	02/29/2016	Human	China	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A384L2I5	KX117076	ANA12599.1	Asian	Zhejiang04	02/17/2016	Human	China	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A142EHG1	KU926326	AMQ48927.1	Asian	Zika 2235 Israel ex Colombia 2015	12/27/2015	Human	Israel	231	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A142EHF8	KU926323	AMQ48924.1	Asian	Zika 269 Israel ex Colombia 2016	01/19/2016	Human	Israel	231	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A142EHF9	KU926324	AMQ48925.1	Asian	Zika 352 Israel ex Vietnam 2016	02/22/2016	Human	Israel	231	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A142EHG0	KU926325	AMQ48926.1	Asian	Zika 356 Israel ex Mexico 2016	02/22/2016	Human	Israel	231	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1C9H8Y7	KY014324	AOY08545.1	Asian	Zika virus/A.aegypti-wt/USA/2016/FL-01-MOS	08/22/2016	Mosquito	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1B2I9V4	KY014323	AOY08544.1	Asian	Zika virus/A.aegypti-wt/USA/2016/FL-02-MOS	08/23/2016	Mosquito	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1C9H8Y6	KY014322	AOY08543.1	Asian	Zika virus/A.aegypti-wt/USA/2016/FL-03-MOS	08/23/2016	Mosquito	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1D9C0V0	KY014299	AOY08520.2	Asian	Zika virus/A.aegypti-wt/USA/2016/FL-04-MOS	09/04/2016	Mosquito	USA	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1V0E2E2	KY785422	ARB07934.1	Asian	Zika virus/A.aegypti-wt/USA/2016/FL-05-MOS	09/09/2016	Mosquito	USA	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1V0E2J0	KY785472	ARB07984.1	Asian	Zika virus/A.aegypti-wt/USA/2016/FL-06-MOS	09/20/2016	Mosquito	USA	10272	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1V0E2H5	KY785468	ARB07980.1	Asian	Zika virus/A.aegypti-wt/USA/2016/FL-08-MOS	10/05/2016	Mosquito	USA	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A384KDL8	KU955591	AMR39832.1	West_African	Zika virus/A.africanus-tc/SEN/1984/41525-DAK	11/20/1984	Mosquito	Senegal	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A142I5B7	MK028860	AYI50391.1	West_African	Zika virus/A.africanus-tc/Senegal/1984/DAK AR 41524	1984	Mosquito	Senegal	10272	Zika virus	Zika virus	
