rep,trimmed
KX415704,"KX415704, KX414920, KY044354, KY116086, KX414505, KY044342, KX414521, KX414537, KX414793, KX415480, KX415472, KX415464, KX416544, CY208233, CY208236, CY208238, CY208239, CY208288, CY208289, CY208343, CY209764, CY209766, CY209849, KX917548, KX917868, CY255449, KX413977, KX918036, KY003522, CY214122, KX414880, KX414872, CY209851, KX415792, KX415784, KX415904, KX415912, KX415920, KY078602, KY078603, KY078606, KY078608, KY078609, KY078610, KY078611, KY078612, KY078613, KY078615, KY078617, KY078621, KY078622, KY078625, KX415504, KX416512, KX917820, KX917836, KX917044, KX918188, KX918196, KX416216, KX414441, KX414625, KX414633, KX414657, KX949330, KX414665, KY044349, KX949302, KX414944, KX414960, KX949338, KX415440, KX416040, KX416424, KX416464, KX414417, KX949170, KX414952, KX917452, KX917716, KY044526, KX918348, KX413286, KX413294, KX916276, KX916284, KX916292, KX916300, KX916540, KX916556, KX916548, KX416440, KX917660, KX917668, KX916748, KX415992, KX416472, KX917596, KX917932, KX916724, KX415880, KX415888, KY044423, KX415896, KX416336, KX416600, KX416608, KX417016, KX413030, KY044119, KX413038, KX916108, KX415688, KX415696, KX416712, KX416720, KX917068, KX949247, KX917132, KX415680, KX416224, KX416232, KX416888, KX416880, KX917892, KX918284, KX416792, KX416800, KX918268, KX918276, CY213066, KX416328, KX412942, KX412950, KX417083, KX416168, KX416368, KX416376, KX416768, KX417000, KX917484, KY116358, KY116350, KX416384, KX417032, KY078626, KX414305, KX415368, MN251752, KX415624, KX417054, KX917572, KX917564, KX917988, KX918012, KX415560, KX416296, KX416576, KX416584, KX917620, KX917628, KX917916, KX917908, KX415376, KX415384, KX415808, KX416288, KX917268, KX416784, KX917652, KX918020, CY209865, CY209866, KX949183, KX414721, KX414729, KX949158, KY044373, KX415080, KX949152, KX917084, KX917092, KX917100, CY259455, CY259487, CY259527, CY259639, CY259823, CY257058, CY256978, CY257194, KX917108, KX415632, KX416200, KX917356, KX416936, KX416528, KX416536, KX949346, KX917748, KX917740, KX918060, KX918068, KX918076, KX918084, CY208469, CY210049, CY234937, CY234938, CY234939, MF195736, KX416248, KX918132, KX918140, KX416728, KX916156, KX917780, CY255033, KX917276, KX916524, KX916516, KX916532, KY044166, KX916628, KX916636, KY044180, KY044173, KX916644, KX916668, KX916620, KX916652, KX916660, KX916676, KX916684, KY078638, KY078642, KX416904, KX917508, KX917524, CY209871, KX412862, KX412870, KX416176, KX414073, KX917260, KX413062, KX916692, CY208178, CY208212, CY208213, CY208321, KX415737, KX415728, KX415816, KX415824, KX415832, KX413158, KX413182, KX413206, KX413238, KX413246, KX415360, KX917156, KX415984, KX416360, KX416840, KX917788, CY209792, CY209873, CY209874, KX416872, KX917460, KX917996, KX916580, KX916572, KX916588, KX916564, KX916596, KX916612, KX918356, KX918364, KX917076, KX415328, KX416264, KX416272, KX415088, KX917220, KX917340, CY209880, CY209881, CY210063, KX917468, KX917580, KX917956, KX917964, KX917948, KX916764, KX916772, KX414968, KX415760, KX416304, KX416312, KX416984, KX416992, KX918228, KX918236, KX417024, KX918388, KX918396"
CY209032,"CY209032, KY289350, KY289394, CY213826, KX916220, CY211716, CY212354, CY213274, CY219005"
CY210687,"CY210687, CY212786, CY212794, CY228046, CY208928, KY003458, CY208920, KY003415, CY212482, KY583546, KY583547, KY583548, KY583531, KY583558, MN299968, MN299969, MN299970, MN299947, MN299981, MN300029, MN300041, MN300039, MN300043, MN299939, MN299984, MN300028, KY583598, KY583603, KY583599, KY583600, KY583664, KY583601, KY583602, KY583667, KY116414, KY116598, CY213802, KY116606, KY116614, CY211634, KY289593, KY289384, CY210655, CY227990, CY210647, CY211842, CY211826, CY211834, MH540980, CY214866, CY228189, CY214882, CY234909, CY210456, KX918204, KY116630, KY289297, CY214498, CY210567, CY221774, MF182497, KX916172, KX916180, CY244044, CY212562, CY234913, CY234914, CY234915, CY234916, CY234917, CY234919, CY214090, KX416856, KX917444, KY116126, KY289263, CY209112, CY234886, KY950164, CY213026, CY214402, CY213786, KY116110, KY116102, KY116670, CY227942, CY210472, CY212410, CY208800, KY115894, CY209216, CY213322, KY003479, CY208776, CY210030, KY289539, CY213818, CY209248, CY209264, CY212610, CY215098, CY211708, CY214578, CY234926, CY214666, CY210401, KX415336, CY208313, KX917244, KX416192, CY234975, CY212081, KY583717, KY583720, KY583721, KY583689, KX917196, KY116214, KY116206, CY210711, CY212730, KY486332, KY486342, CY254489, CY228078, CY213138, CY226942, CY226990, CY210599, CY210799, CY213202, CY211962, CY211970, CY214546, CY214562, CY211570, KY116366, KY116478"
KY044323,"KY044323, KX415136, CY208165, KY078599, KX414217, KX415272, KY044383, KX415768, KX416432, KX416808, KX416648, KX416656, KX416664, KX416672, KX415056, KX415672, KX917124, KX414193, KX917300, KX416352"
KX414912,"KX414912, KX917860, KY116118, CY210440, CY228086, CY213154, MF195705, MF195706, MF195707, KX916708, CY212850, MN299952, MN300013, MN299948, MN299953, MN299938, MN299940, MN299943, MN299944, MN299996, MN300016, MN300010, MN300034, MN299375, MN299385, CY254529, MF195727, KY583604, KY583605, KY583665, KY583666, KY583595, KX916452, KX916460, KX916324, KY116382, KY116390, KX414313, CY210663, CY211858, CY215801, CY211850, CY214890, CY214898, CY214914, KX414817, KX414825, CY208201, CY234882, CY234951, KX415160, CY254713, CY255273, MK641790, MK641792, MK641791, KX414233, CY209088, CY214186, KX415608, CY215921, CY215929, CY255153, KX413793, CY210329, CY219123, KX415456, KX918220, KX916796, KX133410, KX412806, KX412798, KX916260, KX413278, KX916508, CY210751, KX414209, KY116278, CY208944, CY209176, CY227982, CY210528, CY211922, CY212866, CY210615, KX416640, CY209352, CY211731, CY215745, CY213098, CY214058, KX414097, KX414105, KX414369, KY116078, KX414377, KX414401, KX415008, CY212834, KY116134, KY289274, KY116550, CY210223, KY116542, CY210216, KY289584, KY289599, CY208992, CY215825, CY211946, CY208296, CY208356, KY949869, KY949735, KY949885, KY949899, CY208360, KY872763, KY487462, KY949757, KY949886, KX415488, KX415496, KX416152, KX917532, CY210195, KX413070, KX413078, CY212394, CY214482, KX917228, CY210268, CY210504, CY212770, KY044147, KX416160, KY115958, KY116646, CY209368, CY213266, CY209376, KY288895, KX415024, KX415032, CY208808, KY115926, CY212754, CY228038, KX416016, KY289595, CY209256, CY209272, CY212586, CY212594, CY215082, KX415568, KY044410, KY289149, KY116534, KX415320, CY209136, CY212578, KX413817, CY213010, KX917380, KX416752, CY254361, CY254777, CY255217, CY254841, KX412734, KX916100, KX412742, MN947728, KX412758, KX412750, KX412766, KX415168, KX416928, KX917540, KY115838, KY115830, KX916868, KX916340, CY212073, MF195730, MF195731, MF195732, MF195733, MF195735, KX415650, KY116238, KY116230, CY255577, KY925917, MF195743, KX917772, KY003371, CY208872, KY003478, CY208880, KY003405, CY208888, KY003363, CY208896, CY208904, KY003384, MF593721, MF593723, MF593722, MF593720, MF357694, CY255065, CY255129, CY255161, CY255369, CY254425, CY254393, CY254521, MF182519, KY044504, KY044510, CY209200, CY227958, CY213874, CY209208, CY210053, CY254377, CY254609, CY254465, CY254481, CY254617, CY254625, CY254577, CY254473, KY328774, CY209072, KY289092, CY218974, CY214386, KX412878, KY044108, KX416320, KX917292, KX916500, KX916876, CY212826, CY213282, CY234990, MF673231, MF673232, MF673233, MF673234, MF673235, MF673236, MF673239, MF673244, MF673254, MF673240, MF673248, MF673257, KY289348, CY209328, CY209336, CY212650, CY234944, CY234994, KY328773, KX414409, KX916604, KY289132, CY211658, CY255089, CY255105, CY254289, CY254809, CY254745, CY254897, CY254849, CY234945, CY213194, KX414249, KX414257, KX414265, KX414273, KX414553, KX414561, KY044366, KX415096, CY209312, KX414976, KY289529, CY209024, KY289567, CY209232, CY213890, KX416064, KX416488, KY044456, KX917324, KX917332, KX416504, KX917724, KX917732, KX917940, CY210448, CY212658, KY273050"
KX916788,"KX916788, KY044187, KX916780, KX916820, KX918292, KX916164, CY210244, CY210237, KX918372, KX918380, KY044429, KX416080, CY255385, CY208848, KY003578, KX916972"
CY211522,"CY211522, CY210203, KY116486, CY211602, CY211906, CY215809, KY289583, CY209400, CY212498, KY289146, CY234883, CY234884, KY289051, KY116254, KY116246, KY697310, KY697318, CY210735, CY214210, KX916356, KY116270, CY211538, CY209168, CY227950, CY215817, CY211914, KY115870, CY208784, KY289289, KY116510, KY003421, CY210179, CY215673, CY228117, CY214474, CY208792, KY115886, KY289027, KY116518, KX916908, KY115974, KY116342, KY289308, KY289475, KY289457, CY234890, KX916372, KX916380, CY211810, KY003528, CY208728, KY115918, KY116430, KY116142, KY289314, CY209144, KY289650, KY116574, KY003462, KY115822, CY208936, KY003413, CY255057, CY209192, CY209184, KX916396, KY115814, CY208816, KY003548, KY003575, CY208824, KY003504, KY044202, KY003503, CY210815, CY210393, CY213922, CY211702, KX916924"
CY209120,"CY209120, CY210432, KY583592, CY210743, KY289332, CY255345, CY234898"
CY209128,"CY209128, CY227062, CY212474, KY583529, CY219178, KY583611, KY583610, CY209392, CY209416, CY211866, CY212506, CY214106, CY228165, CY214906, CY234907, KY116502, KY289039, KY289361, MF182502, CY213778, CY211474, CY210187, CY215681, CY211482, KY116654, CY208952, CY212386, CY227078, CY212930, CY212938, KY289141, CY209016, CY213306, KY583713, CY211650, KY289390, CY255588, KY289402, CY211642, CY220031, CY209288, CY211938, CY212946, CY213170, CY214658, CY235033, CY235034, CY243910, CY243912, CY243913, CY243973, CY243977, CY243978, KY116438, CY211594, KY289579, KY289627, KY289460, CY209304, CY209320, CY217914, CY232232, CY217930, CY217978, CY226454, CY217986"
CY214738,"CY214738, KY116302, CY211562, CY211554, KY116294, KY116334, KY289033, KY116318, KY289590, KY289614, CY234891, CY210759, CY210767, CY215785, CY210823, CY216673, CY222677"
CY230911,"CY230911, CY214746"
KY583518,"KY583518, KY583549, KY583512, KY583535, KY583582, KY583513, KY583550, KY583551, KY583540, KY583562, KY583515, KY583561, KY583568, KY583541, KY583536, KY583537, KY583569, KY583584, KY583564, KY583519, KY583542, KY583570, KY583571, KY583563, KY583572, KY583543, KY583565, KY583520, KY583573, KY583574, KY583566, KY583521, KY583522, KY583559, KY583585, KY583583, KY583575, KY583567, KY583576, KY583523, KY583514, KY583578, KY583524, KY583516, KY583538, KY583577, KY583544, KY583586, KY583532, KY583533, KY583525, KY583560, KY583526, KY583517, KY583527, KY583593, KY583663, CY210480, CY211986, CY214418"
KY583508,"KY583508, KY583556, KY583557, MN299973, MN299942, MN299997, MN300004, MN300000, MN299974, MN299987, MN299384, MG572448, MG572445, MG572452, MG572449, MG572454, MG572450, MG572447, MG572453, MG572455, MG572451, MG572446, KY289355, CY209424, CY210639, CY227070, CY212522, CY212906, CY214114, CY234880, CY234904, CY244036, KY486347, KY486348, KY486351, KY486352, KY486353, MK641796, MH393247, MH393248, CY209096, CY213938, CY212546, CY212554, CY212338, CY234912, CY214522, CY215873, CY234964, CY215833, CY212018, CY214042, CY214066, CY219069, CY221790, CY212842, CY214018, CY209104, CY211747, CY211739, CY215753, CY213090, CY228070, CY213970, KY435826, KY949873, CY211771, CY214394, CY212426, CY210512, CY212778, CY212378, CY218952, CY211723, CY228030, CY212746, CY234970, CY212618, CY212626, CY227086, CY228014, CY212634, CY224862, CY215074, CY215713, CY210544, CY213034, CY212674, CY255177, CY243956, CY212370, KY583699, KY583684, KY583686, KY583703, KY583700, CY230149, CY226495, CY218174, CY226511, CY230157, CY209048, KY289066, CY210361, CY213914, CY210369, MF593729, MF593732, MF593733, MG984177, MG984385, MG984473, MG984513, MG984521, MG984529, MG021161, CY255513, CY234980, CY234895, CY243897, CY211882, CY226575, CY230173, CY226775, CY226934, CY226966, CY226799, CY235029, CY255473, CY212442, CY213178, CY214650, CY217946, CY230904, CY213122, CY209240, CY213898, CY215737, CY210679, CY218945, CY217962, CY212666, CY213946"
KY583530,"KY583530, KY583509, KY583581"
KY583507,"KY583507, MN299945, MN299949, MN299964, MN300014, MN300017, MN300031, MN300026, MN300023, MN300046, MN300015, MN299955, MN299951, MN299959, MN299977, MN299999, MN300018, MN300033, MN300030, MN300036, MN300047, MN299377, MN299381, CY212538, KY289276, KY116470, CY209008, KY289044, KY435827, MG856325, KY950159, KY116526, KY289213, CY213314, CY226487, CY212810, CY255489"
KX414185,"KX414185, CY208339, CY208344, KX916740, KX416848"
KX414489,"KX414489, KX414497, KY044337, KX413102, CY208231, CY208346, CY208420, CY209847, KX414689, KX415112, KX415512, KX415448, KX416864, KX414121, KX414113, KX416344, KX414569, KX414297, KY044318, KX415616, KX414753, KX414761, KX415976, KX414457, KX415656, KX415664, KX917116, CY208259, CY209785, KX412894, KX917140, KY044417, CY209798, CY209799, KX416072, KX416496"
KX916116,"KX916116, KX413094, KX414864, KX917004, CY209768, KY078600, KY078605, KY078607, KY078616, KY078620, CY210314, KX416400, KY044449, KX917684, KX917180, KX416008, KX414745, KX416240"
KX416552,"KX416552, CY209765"
CY208342,"CY208342, CY209846, KX416960"
CY234903,"CY234903, MN299941, MN299946, MN299957, MN299960, MN299975, MN299994, MN300006, MN300011, MN300019, MN300035, MN300038, MN300044, MN299985, MN299950, MN299961, MN299966, MN299982, MN299989, MN299995, MN300012, MN300027, MN300040, MN299376, MN299379, MN299380, MN299386, KY116406, KY116398, CY234879, KY486346, KY486350, KY486358, CY210464, CY234910, CY213002, KY003496, CY208768, KY116326, CY210520, CY234921, CY234922, CY234923, KY950075, CY211490, CY215689, CY234888, KY078629, KY078630, KY078632, CY212682, CY213906, CY209344, CY234977, MF195728, KY486334, KY486335, KY486337, KY486338, KY486339, CY254553, CY234983, CY234984, CY234985, CY219063, CY221782, CY234942, KY289148, KY116622, CY217954"
CY264052,"CY264052, KX916828, CY255537"
KY116494,"KY116494, MN300001, MN300037, MN300048, MN300009, MN300050, KY583591, CY212514, CY212890, CY214810, CY210416, CY227974, CY212065, CY228006, CY208960, KX916484, CY258975, CY210488, CY243891, CY210551, CY228125, CY213258"
CY211898,"CY211898, MN299976, MN300003, KY583625, KY583626, KY289450, CY210306, CY212002, KY116638, KY289257, KY289170, CY210345, CY210583, CY212010, CY212706, CY228022, CY213106, CY213962, KY435815, CY234887, CY234920, CY214226, KX916900, KY949883, CY213986, CY212041, CY210727, CY215769, CY218989, CY222965, KX916892, KY289619, CY208736, KY003480, CY213234, CY219055, CY214722, KX916332, CY258983, CY258991, CY255169, CY210496, CY211978, CY238803, CY214506, CY234936, CY215665, CY214426, CY214434, CY216121, CY230925, CY213114, CY226567, KY289497, CY213834, CY211779, CY226791, CY212802, CY214354, CY214362, CY254569, CY210807, CY213186, CY243980, CY227966, CY209296, KX916388, KY116190, KY116182, CY235456"
CY228054,"CY228054, CY212858, KX916348, KY486340, CY254601"
KX414281,"KX414281, KX414289, KY044290, KX414057, MG021162, CY254234"
CY216553,"CY216553, CY214162, CY234953, MF182491, CY210385, CY210377, CY210424, CY227998, CY211795, KY697326, KY697334, CY210631, CY212346, CY214586, KY583688, KY583727, KY583724, CY218166, CY216249, CY222605, CY213146, CY212954, CY228062, CY244878, MH079591, CY213162, CY213954, CY243975"
MN299965,"MN299965, MN299972, MN299992, MN299988, MN300008, MN299979, MN300024, CY239697, CY212490, CY213994, KY288892, KY288900, MG856297, CY210783, CY234893, CY259007, KY288889, MF736972, CY211890, CY239689, CY226926, MF673245, MF673246, MF673259, MF673263, MF673265, MF673258, MF673262, CY254977, MF736983, KY115942, KY115934"
MN299967,"MN299967, MN299986, MN300045"
MN299954,"MN299954, MN299962, MN299383"
MN299963,"MN299963, MN300042"
MN299983,"MN299983, MN299998, CY212530, KY435817, KY435818, CY212418"
MN300007,"MN300007, MN300022"
MN299991,"MN299991, CY213130, CY214450"
MN300005,"MN300005, CY255425"
MN300002,"MN300002, CY212049, CY210791, CY215777, CY213042, CY218968"
MN300032,"MN300032, MN300025"
MG572443,"MG572443, MG572444"
MG572441,"MG572441, MG572442"
CY254889,"CY254889, MF182517"
CY254537,"CY254537, CY254273, KX918116, KX415144, KX917020, KX917028, KY044379, KX414904, KX412902, KX414928, KX413969, MF195741, KX416944, KX917636"
CY255017,"CY255017, CY255337, KY289237, KY116422, KY289632, KY289038, KY289591, CY212962, CY212898, CY214930, CY234952, CY243867, CY214970, CY215857, CY218997, KY003485, CY208912, KX917428, KX917436, CY234941, CY255305, KY289103, CY209040, KX416824, KX416832"
CY255321,"CY255321, KX916468, CY255081"
CY255329,"CY255329, CY255441"
CY255417,"CY255417, CY234918, CY234965"
CY255433,"CY255433, CY234929"
CY255553,"CY255553, CY218982, CY215849, CY214218, CY214978, CY244045, CY211954, CY213082, CY213978, KY949642, KY950107, KY950074, KY950192, CY213074, CY220039, CY210719, CY217882, CY212762, CY227102, CY210623, CY215729, CY210353, CY216265, CY216241"
CY254313,"CY254313, CY254337, KX414241, CY254369, KX414017, KX414009, KX414033, KX414025, KY044285, KX414049, KX416112, KX416120, KX917476, KX917972"
KY583594,"KY583594, CY212882"
KY583606,"KY583606, KY583662, CY214098, CY214146, CY214130, CY214138, CY214154, CY214170, CY234908, CY234954, CY234971, CY243911, CY243974, CY243976"
KY583614,"KY583614, KY583612, KY583613"
KY583607,"KY583607, KY583661"
KY583597,"KY583597, CY213226"
KX413825,"KX413825, KX415536"
KX918100,"KX918100, KX918108, KX917604, KX416760, KX917588"
KX918092,"KX918092, KX917900, KX917396, KX918252, KX918244"
KX916996,"KX916996, KX415232, KX414601, KX415584, KX414896, KX413897"
KY116590,"KY116590, CY212914, CY212602"
KY116582,"KY116582, CY211618"
CY210230,"CY210230, CY211626"
KY289326,"KY289326, CY213858, KY289329, KY289416, KY289427, KX416616, KY044470"
CY212978,"CY212978, CY212986"
CY228110,"CY228110, CY213242, CY211994, CY213058, CY214610, CY208832, KY115982, CY208840, KY115990, CY208968, CY209064, KY289122, CY210337, CY215721, CY210559, CY210575, MF182510, MF182511, CY214378, CY210536, CY218960, CY212690, CY234934, CY214514, KY583708, KY583710, KY583687, CY214634, CY226615, CY234940, CY234988"
KX414329,"KX414329, KY872764, KX415064"
KX414337,"KX414337, KY044273"
CY234881,"CY234881, CY254857, CY254697"
KX917036,"KX917036, MF113182, MF164916, KX916988"
KX415800,"KX415800, KX415256, KX415280"
KX415936,"KX415936, KX415944, KX415968, KX412822, KX414129"
KX416680,"KX416680, KX415248, CY213050, CY219040, CY214602, KX416048, KX416448, KX416456, CY215705, CY209152, KX416632, KY044154, CY210775, MF195734, MF195739, KX412854, KX412846, CY212738, CY212714, CY212722, CY214442, CY254401, MF673243, CY254385, CY254761"
CY254561,"CY254561, CY254545, CY254721, CY254513"
